Date,close,EMA20,EMA50,EMA100,RSI,MACDH,CCI,WMR,OBV,TRIX,ATR,ForceIndex,AccDis,Aaron,timeseries
8/23/2010,30.48,-5.75,-5.91,-5.07,-7.98,-0.16,-211.05,97.11,19233628113,-0.07,0.8,-5996762.36,15795844323,-52,35.3
8/24/2010,29.64,-6.41,-6.67,-5.89,-2.6,-0.21,-274.84,94.78,19159316085,-0.09,0.82,-44297285.28,15740710875,-156,34.97
8/25/2010,30.06,-5.86,-6.18,-5.45,-7.42,-0.21,-246.54,77.19,19097873793,-0.11,0.83,-34349641.84,15706333431,-160,34.74
8/26/2010,29.69,-6.08,-6.48,-5.8,-5.04,-0.22,-224.3,87.66,19034442814,-0.13,0.83,-33325955.52,15659322605,-160,34.42
8/27/2010,29.88,-5.77,-6.22,-5.59,-7.24,-0.19,-232.78,75.65,19017596551,-0.15,0.84,-27418042.54,15646206335,-168,34.17
8/30/2010,30.01,-5.55,-6.04,-5.44,-8.71,-0.16,-192.48,65.53,19040587818,-0.17,0.83,-13658839.62,15644997461,-168,34.05
8/31/2010,30.09,-5.39,-5.91,-5.35,-9.75,-0.12,-188.29,60.54,19114689605,-0.18,0.81,13378570.56,15662613523,-168,34
9/1/2010,31.12,-4.39,-4.87,-4.33,-20.6,-0.02,-105.16,22.71,19193807262,-0.19,0.84,36753377.84,15679716659,-168,34.21
9/2/2010,31.39,-4.17,-4.6,-4.07,-22.92,0.07,-76.02,13.08,19316983902,-0.18,0.82,50902996.86,15740860892,-148,34.48
9/3/2010,32.33,-3.36,-3.7,-3.16,-30.16,0.18,15.65,0.05,19438769147,-0.17,0.83,70197891.62,15808187528,-148,34.94
9/7/2010,32.19,-3.61,-3.87,-3.33,-28.74,0.24,28.73,7.18,19524270593,-0.15,0.8,65440013.76,15880083372,-148,35.4
9/8/2010,32.92,-3.05,-3.2,-2.64,-33.64,0.31,83.47,5.1,19615059294,-0.12,0.81,82853851.42,15957227535,-52,35.97
9/9/2010,32.94,-3.18,-3.24,-2.66,-33.78,0.35,83.12,11.14,19692924057,-0.09,0.79,47336569.78,15994648026,-48,36.39
9/10/2010,32.99,-3.28,-3.24,-2.65,-34.11,0.35,44.85,10.04,19769422547,-0.06,0.77,42823820.62,16017074911,-48,36.81
9/13/2010,33.51,-2.94,-2.8,-2.18,-37.49,0.37,57.22,3.79,19839322390,-0.02,0.76,28355552.4,16013910685,-40,37.27
9/14/2010,33.66,-2.97,-2.73,-2.08,-38.39,0.38,37.04,3.3,19946731408,0.01,0.74,33677065.1,16019569141,-36,37.7
9/15/2010,33.97,-2.85,-2.51,-1.83,-40.27,0.38,29.8,0.46,20049219911,0.05,0.72,21061445.04,16032229217,-32,38.21
9/16/2010,34.87,-2.2,-1.73,-1,-44.98,0.41,39.84,0.24,20162382197,0.09,0.74,50158616.34,16096648863,-28,38.88
9/17/2010,34.7,-2.59,-2,-1.24,-42.64,0.4,28.88,6.89,20224456381,0.14,0.73,43779050.6,16148647081,-24,39.41
9/20/2010,35.82,-1.77,-1.03,-0.21,-47.58,0.44,40.73,1.27,20300049113,0.18,0.76,70707084.54,16228713590,-20,40.1
9/21/2010,35.9,-1.97,-1.1,-0.22,-47.87,0.44,41.76,8.72,20388728358,0.23,0.76,70316060.56,16281709761,-16,40.67
9/22/2010,36.47,-1.71,-0.69,0.25,-49.97,0.45,34.48,0.58,20485269331,0.27,0.76,80354726.02,16342855663,-12,41.17
9/23/2010,36.64,-1.84,-0.68,0.32,-50.55,0.44,37.56,10.04,20588496739,0.32,0.77,57354046.22,16366983981,-8,41.64
9/24/2010,37.12,-1.67,-0.37,0.69,-52.18,0.43,36.5,3.25,20755869184,0.36,0.76,78550467.2,16403873764,-4,42.06
9/27/2010,36.96,-2.1,-0.7,0.43,-49.74,0.38,23.76,10.01,20866159365,0.4,0.75,37558041.5,16390249368,0,42.36
9/28/2010,36.34,-2.9,-1.45,-0.28,-41.26,0.28,-25.25,23.61,20891256981,0.43,0.87,3165376.78,16417148409,0,42.43
9/29/2010,36.42,-3,-1.5,-0.28,-41.65,0.2,-16.68,22.08,20910564386,0.45,0.84,-11765018.78,16410615939,0,42.43
9/30/2010,35.9,-3.63,-2.12,-0.88,-35,0.1,-38.23,37.59,20856955628,0.47,0.87,-35737523.68,16395005429,0,42.35
10/1/2010,35.72,-3.89,-2.39,-1.13,-32.86,0,-53.4,41.8,20748496281,0.47,0.86,-55436316.86,16360915945,0,42.19
10/4/2010,35.17,-4.46,-3.01,-1.74,-26.55,-0.1,-83.04,59.83,20642419226,0.46,0.85,-63509340.72,16334593851,0,41.95
10/5/2010,36.64,-3.14,-1.66,-0.36,-36.24,-0.08,-39.15,22.95,20613131388,0.46,0.9,5188755.2,16308543155,-8,41.95
10/6/2010,36.68,-3.25,-1.74,-0.4,-36.44,-0.07,-27.67,26.32,20593885225,0.45,0.91,4677648.5,16294705927,-8,41.97
10/7/2010,36.68,-3.38,-1.85,-0.49,-36.46,-0.07,-31.59,27.93,20628692253,0.45,0.88,22170570.92,16301286429,-12,41.94
10/8/2010,37.37,-2.88,-1.3,0.11,-40.33,-0.03,2.17,3.34,20718803467,0.44,0.87,48908336.66,16346861928,-16,41.99
10/11/2010,37.56,-2.88,-1.25,0.2,-41.27,0,29.63,8.45,20852044621,0.44,0.84,64908265.64,16397737851,20,42.06
10/12/2010,38.01,-2.64,-0.95,0.54,-43.52,0.03,36.92,3.92,20988128451,0.44,0.85,40705157.06,16447164636,20,42.19
10/13/2010,38.24,-2.62,-0.87,0.67,-44.6,0.06,70.71,6.75,21121846207,0.44,0.83,46624604.42,16469628105,20,42.32
10/14/2010,38.55,-2.54,-0.72,0.87,-46.02,0.08,66.29,0.58,21256899958,0.44,0.79,53280182.76,16504466110,16,42.56
10/15/2010,40.33,-1.13,0.83,2.5,-52.18,0.19,134.34,0.65,21405127880,0.46,0.86,112306011.2,16556383114,20,43.07
10/18/2010,40.79,-1.05,1.06,2.81,-53.39,0.27,134.78,2.43,21587022957,0.47,0.85,134011061,16649042445,16,43.71
10/19/2010,39.58,-2.48,-0.33,1.48,-40.06,0.22,23.57,23.07,21679477818,0.49,0.97,46494662.7,16744667054,16,44.05
10/20/2010,39.72,-2.56,-0.36,1.49,-40.68,0.17,25.23,20.54,21776764047,0.5,0.98,44721254.4,16861334577,12,44.42
10/21/2010,39.58,-2.89,-0.66,1.23,-39.19,0.11,7.49,22.99,21824878357,0.51,0.99,34021416.28,16950992474,8,44.73
10/22/2010,39.29,-3.32,-1.1,0.83,-36.14,0.04,-20.53,31.01,21808341741,0.51,0.96,-53245531.88,16990005490,4,44.99
10/25/2010,39.48,-3.27,-1.06,0.91,-37.18,-0.01,-19.01,30.11,21756226572,0.51,0.93,-75080954.02,16982805297,-24,45.23
10/26/2010,39.37,-3.5,-1.3,0.69,-35.92,-0.06,-37.96,34.12,21746063134,0.5,0.91,-2458085.44,16955776863,-24,45.35
10/27/2010,39.34,-3.64,-1.46,0.56,-35.55,-0.11,-43.91,38.52,21680053647,0.49,0.89,-8427715.06,16929782364,-24,45.41
10/28/2010,38.97,-4.07,-1.94,0.09,-31.22,-0.16,-69.42,51.9,21614005383,0.48,0.89,-14636415.02,16918538258,-24,45.3
10/29/2010,38.36,-4.68,-2.64,-0.6,-24.8,-0.24,-91.1,67.98,21545049495,0.46,0.88,-22277342.3,16893699980,-24,45
11/1/2010,38.82,-4.26,-2.27,-0.23,-28.33,-0.26,-87.57,77.19,21477784029,0.43,0.87,-16412334.46,16886886905,-24,44.68
11/2/2010,39.56,-3.63,-1.65,0.41,-33.33,-0.22,-46.06,50.79,21451729716,0.41,0.87,1806945.74,16887040889,-24,44.62
11/3/2010,40.05,-3.28,-1.3,0.79,-36.23,-0.16,-23.59,32.67,21470939552,0.39,0.85,14913335.72,16910906274,-40,44.62
11/4/2010,40.83,-2.71,-0.68,1.45,-40.25,-0.08,46.82,9.47,21549665321,0.38,0.86,50129598.84,16936935589,12,44.73
11/5/2010,40.67,-3.04,-0.99,1.17,-38.42,-0.04,43.95,15.13,21631836067,0.37,0.83,60274014.1,16970330620,12,44.81
11/8/2010,40.88,-3,-0.93,1.26,-39.54,-0.01,39.93,8.08,21706866557,0.37,0.8,53583530.36,17003545260,12,44.91
11/9/2010,40.52,-3.48,-1.43,0.79,-35.3,-0.03,13.22,25.55,21741123304,0.36,0.81,30625003.12,17016145521,20,44.93
11/10/2010,40.8,-3.34,-1.28,0.96,-36.97,-0.03,-4.93,16.01,21769113654,0.36,0.81,23472741.4,17017998430,16,45
11/11/2010,40.6,-3.65,-1.61,0.65,-34.61,-0.05,-20.15,22.74,21747014719,0.35,0.79,-5122102.56,17014442638,12,45.02
11/12/2010,39.37,-4.85,-2.91,-0.66,-22.21,-0.14,-128.22,64.95,21703208579,0.34,0.87,-51179198.44,17011500745,8,44.97
11/15/2010,39.23,-4.96,-3.11,-0.88,-20.99,-0.22,-146.17,69.82,21625240547,0.32,0.85,-57027873.84,16992326015,0,44.97
11/16/2010,38.45,-5.64,-3.92,-1.72,-14.84,-0.31,-220.82,89.67,21533545628,0.29,0.87,-75656627.94,16968552868,0,44.68
11/17/2010,38.29,-5.69,-4.1,-1.93,-13.7,-0.37,-234.15,88.36,21398782893,0.26,0.88,-84714654.98,16928194847,-104,44.41
11/18/2010,39.42,-4.57,-3.04,-0.88,-23.03,-0.32,-132.68,54.67,21306734784,0.24,0.91,-53215685.26,16897351090,-104,44.36
11/19/2010,39.18,-4.79,-3.33,-1.19,-21.08,-0.3,-143,61.9,21235213868,0.21,0.87,-8888966.22,16877978637,-104,44.24
11/22/2010,40.13,-3.92,-2.47,-0.33,-27.64,-0.21,-86.42,33.73,21203433488,0.19,0.89,12538868.24,16891129200,-104,44.33
11/23/2010,39.47,-4.59,-3.19,-1.06,-22.36,-0.19,-113.26,53.4,21178593237,0.17,0.89,20960250.34,16914879147,-104,44.26
11/24/2010,40.33,-3.81,-2.42,-0.29,-27.81,-0.12,-48.79,27.63,21198382792,0.16,0.9,42617521.78,16955335000,-104,44.36
11/26/2010,40.36,-3.87,-2.48,-0.34,-27.98,-0.07,-38.69,26.76,21205386431,0.15,0.88,15012591.82,16981810682,-104,44.41
11/29/2010,40.63,-3.7,-2.31,-0.16,-29.63,-0.02,-44.83,18.82,21253872263,0.15,0.88,25629419.86,17027187494,-104,44.42
11/30/2010,39.81,-4.53,-3.19,-1.06,-22.82,-0.05,-95.34,36.27,21257709698,0.14,0.88,-13413342.38,17031935134,-104,44.29
12/1/2010,40.56,-3.86,-2.52,-0.39,-27.6,-0.02,-35.68,9.69,21310461639,0.14,0.89,20986899.8,17041352058,-104,44.37
12/2/2010,40.81,-3.71,-2.37,-0.23,-29.09,0.01,-28.52,4,21365666942,0.13,0.86,8842607.48,17050509137,-104,44.55
12/3/2010,40.71,-3.89,-2.55,-0.42,-28.2,0.02,-26.09,7.34,21391884937,0.14,0.83,6760107.88,17060449581,-104,44.78
12/6/2010,41.1,-3.61,-2.26,-0.12,-30.65,0.05,11.1,8.87,21418164392,0.14,0.82,9454539.32,17050015395,-32,45.07
12/7/2010,40.82,-3.96,-2.62,-0.48,-28.03,0.04,5.3,22.04,21449982041,0.14,0.82,24524352.4,17041700405,-28,45.33
12/8/2010,41.22,-3.67,-2.32,-0.17,-30.67,0.05,-4.23,15.44,21474864480,0.14,0.8,13701668.92,17048923923,-28,45.62
12/9/2010,41.04,-3.92,-2.58,-0.44,-28.88,0.04,-0.27,22.58,21461922526,0.15,0.78,5288141.46,17034117300,-28,45.91
12/10/2010,41.16,-3.88,-2.55,-0.41,-29.7,0.04,-10.44,18.93,21479205952,0.15,0.75,8527514.3,17027998700,-28,46.18
12/13/2010,41.32,-3.81,-2.48,-0.33,-30.86,0.04,10.38,18.33,21496124101,0.15,0.74,3367974.06,17009742059,-12,46.34
12/14/2010,41.12,-4.07,-2.75,-0.61,-28.6,0.02,-21.01,33.62,21514997941,0.15,0.72,5314968.5,17005635841,-12,46.41
12/15/2010,41.13,-4.12,-2.82,-0.68,-28.69,0,-21.91,33.12,21538605677,0.16,0.71,-897111.02,16977546824,-12,46.36
12/16/2010,41.26,-4.05,-2.77,-0.63,-29.8,-0.01,-18.8,26.85,21592974346,0.16,0.69,3776315.92,16956573058,-12,46.28
12/17/2010,41.16,-4.2,-2.94,-0.81,-28.58,-0.02,-31.12,31.36,21614874417,0.15,0.65,502949.24,16917803949,-12,46.26
12/20/2010,41.39,-4.03,-2.78,-0.66,-30.74,-0.02,-29.21,28.03,21634048462,0.15,0.66,1416382.04,16905004551,-12,46.23
12/21/2010,41.68,-3.83,-2.58,-0.46,-33.31,0,11.79,8.41,21683577927,0.15,0.63,8527104.3,16907745438,-12,46.34
12/22/2010,41.81,-3.79,-2.53,-0.41,-34.51,0.01,39.81,5.97,21725620870,0.15,0.61,10133809.86,16924943924,16,46.37
12/23/2010,41.59,-4.07,-2.83,-0.71,-31,0,16.15,24.63,21740428670,0.16,0.59,5600533.84,16937176727,16,46.42
12/27/2010,41.75,-3.98,-2.75,-0.63,-32.52,0,9.84,12.08,21787049577,0.16,0.59,9293626.4,16966963181,12,46.49
12/28/2010,41.86,-3.95,-2.71,-0.61,-33.63,0,52.59,12.46,21823229457,0.16,0.56,5890451.32,16981209135,20,46.58
12/29/2010,41.83,-4.04,-2.82,-0.72,-33.17,0,37.31,16.25,21838459239,0.16,0.54,2032334.46,16978816696,16,46.56
12/30/2010,41.6,-4.31,-3.11,-1.02,-29.01,-0.03,-23.28,35.59,21832521160,0.15,0.52,-1616210.16,16966021162,12,46.54
12/31/2010,41.44,-4.49,-3.33,-1.25,-26.31,-0.05,-83.41,48.64,21828065964,0.15,0.51,-648884.58,16961009952,-4,46.51
1/3/2011,42.44,-3.6,-2.42,-0.33,-36.75,-0.01,92.46,5.74,21833374116,0.15,0.55,19695950.02,16964939863,12,46.66
1/4/2011,42.69,-3.47,-2.27,-0.18,-38.72,0.03,118.96,8.48,21845348084,0.15,0.56,22500310.48,16980005709,16,46.87
1/5/2011,43.08,-3.23,-1.98,0.12,-41.59,0.07,124.29,2.11,21878168178,0.16,0.57,27625753.12,17011842586,20,47.1
1/6/2011,43.04,-3.4,-2.13,-0.02,-40.89,0.09,106.3,8.93,21903869237,0.16,0.55,28881034.06,17043245624,16,47.33
1/7/2011,43.38,-3.21,-1.9,0.23,-43.36,0.11,79.94,1.27,21954797093,0.17,0.56,35712804.24,17087121284,20,47.59
1/10/2011,44.29,-2.53,-1.13,1.02,-48.55,0.17,122.62,3.54,22005899881,0.18,0.59,33726012.7,17131094426,20,48
1/11/2011,44.17,-2.84,-1.39,0.79,-46.49,0.19,86.04,14.04,22019406412,0.2,0.6,27352094.2,17163574297,12,48.36
1/12/2011,44.57,-2.65,-1.13,1.08,-48.56,0.21,68.43,2.28,22035325400,0.21,0.59,28435958.24,17200128395,12,48.72
1/13/2011,44.75,-2.68,-1.09,1.14,-49.44,0.22,55.69,3.79,22081077667,0.23,0.58,31687302.8,17245711484,20,49.08
1/14/2011,45.15,-2.5,-0.85,1.42,-51.29,0.23,46.83,0,22126679418,0.25,0.58,32538391.54,17292753240,-8,49.46
1/18/2011,44.03,-3.72,-2.07,0.2,-33.98,0.14,-49.55,28.82,22056234817,0.26,0.76,-92520260.24,17375714100,-8,49.56
1/19/2011,43.77,-4.04,-2.43,-0.15,-30.76,0.06,-19.33,35.76,21951228322,0.26,0.83,-104612802.9,17425567602,0,49.58
1/20/2011,42.89,-4.9,-3.36,-1.1,-21.3,-0.06,-94.28,58.34,21792900069,0.26,0.86,-144251889.8,17446146315,0,49.42
1/21/2011,42.04,-5.64,-4.23,-2.01,-14.14,-0.19,-139.22,92.07,21582056099,0.25,0.88,-179013360.8,17425246824,0,49.09
1/24/2011,43.57,-4.16,-2.77,-0.56,-26.04,-0.18,-99.56,49.34,21384511317,0.24,0.93,-141169468.5,17417646521,0,49.04
1/25/2011,44.13,-3.7,-2.31,-0.09,-29.46,-0.13,-49.76,31.86,21307926004,0.23,0.93,-20972830.24,17384456085,0,49.08
1/26/2011,44.48,-3.48,-2.06,0.16,-31.47,-0.08,-10.92,21.02,21313364959,0.22,0.91,2560761.2,17392719104,0,49.17
1/27/2011,44.39,-3.67,-2.25,-0.02,-30.62,-0.05,-20.35,23.85,21342788936,0.22,0.86,34898565.44,17406840331,-32,49.2
1/28/2011,43.38,-4.68,-3.32,-1.1,-22.07,-0.1,-88.63,55.31,21380329610,0.21,0.91,36954915.14,17442238270,-32,48.96
1/31/2011,43.84,-4.26,-2.93,-0.72,-25.16,-0.11,-99.6,41.06,21408012010,0.2,0.91,1618238.7,17463050265,-32,48.76
2/1/2011,44.65,-3.56,-2.22,-0.01,-30.07,-0.06,-21.23,15.8,21429684580,0.2,0.91,3584609.06,17472512257,-32,48.8
2/2/2011,44.55,-3.76,-2.41,-0.2,-29.2,-0.04,-21.35,18.94,21413109390,0.19,0.86,-6591180.64,17477047115,-32,48.82
2/3/2011,44.43,-3.95,-2.61,-0.4,-28.08,-0.04,-62.36,22.83,21391105251,0.19,0.86,-7760395,17504152034,-32,48.83
2/4/2011,44.86,-3.63,-2.28,-0.07,-30.85,-0.01,-11.56,9.29,21414731660,0.19,0.83,29298368.48,17560886213,-32,48.9
2/7/2011,45.63,-3.03,-1.63,0.6,-35.21,0.05,64.72,5.14,21443734946,0.19,0.84,39250987.92,17615899618,20,49.13
2/8/2011,46.11,-2.75,-1.29,0.96,-37.6,0.11,87.35,1.11,21470438238,0.19,0.81,30881115.14,17670663044,20,49.53
2/9/2011,46.53,-2.55,-1.02,1.26,-39.61,0.16,92.75,2.59,21534182414,0.2,0.8,42391958.02,17740951159,-16,49.97
2/10/2011,46.01,-3.22,-1.66,0.64,-34.36,0.15,32.09,16.41,21571202057,0.21,0.86,20867430.04,17801281337,-12,50.32
2/11/2011,46.34,-3.06,-1.46,0.86,-36.11,0.15,36.16,11.9,21610509920,0.22,0.85,19901571.38,17857730762,-12,50.73
2/14/2011,46.67,-2.91,-1.27,1.07,-37.84,0.15,40.93,3.1,21641100211,0.23,0.81,6440161.82,17913927674,-12,51.22
2/15/2011,46.78,-2.98,-1.29,1.07,-38.37,0.15,25.65,0.38,21666855145,0.24,0.78,-1118808.16,17968076921,-12,51.59
2/16/2011,47.24,-2.72,-0.98,1.4,-40.73,0.16,33.72,5.64,21692402330,0.25,0.78,-284079.3,18012596051,4,51.97
2/17/2011,46.55,-3.53,-1.79,0.61,-33.16,0.1,-13.69,21.57,21737855138,0.26,0.79,5434422.44,18051599333,4,52.06
2/18/2011,45.44,-4.64,-2.97,-0.59,-23.31,-0.01,-62.02,54.42,21724227775,0.26,0.83,-45667429.76,18048194496,4,51.77
2/22/2011,43.74,-6.18,-4.67,-2.33,-12.34,-0.21,-178.51,96.73,21651544999,0.25,0.9,-125201124,17999190386,4,51.26
2/23/2011,44.31,-5.52,-4.12,-1.82,-16.33,-0.28,-168.52,81.97,21598255824,0.23,0.9,-107426108.4,17947907918,4,50.93
2/24/2011,44.35,-5.4,-4.1,-1.84,-16.59,-0.32,-165.48,81.01,21546042796,0.21,0.91,-117529964.5,17900205502,-8,50.65
2/25/2011,45.1,-4.65,-3.4,-1.16,-21.67,-0.29,-121.62,61.59,21539280707,0.19,0.9,-84940001.86,17869995578,-8,50.51
2/28/2011,45.82,-4,-2.76,-0.52,-25.99,-0.21,-70.19,43.01,21593354689,0.17,0.9,-25383472.3,17873302633,-8,50.38
3/1/2011,45.26,-4.57,-3.37,-1.15,-22.12,-0.19,-99.13,57.36,21668204189,0.16,0.92,36295278.38,17896521414,-12,50.16
3/2/2011,45.67,-4.2,-3.03,-0.82,-24.56,-0.15,-95.06,47.02,21739582301,0.15,0.92,29144933.26,17916198287,-28,50.09
3/3/2011,46.73,-3.29,-2.07,0.14,-30.32,-0.05,-20.18,19.65,21810983806,0.14,0.93,54797094.4,17949646102,-28,50.2
3/4/2011,46.79,-3.36,-2.12,0.11,-30.63,0.01,-14.85,18.03,21886046170,0.14,0.89,41908200.22,17984407389,-28,50.28
3/7/2011,46.13,-4.08,-2.85,-0.63,-25.58,0,-61.17,35.1,21913725642,0.14,0.93,9311872.56,18011937004,-28,50.24
3/8/2011,46.19,-4.08,-2.86,-0.65,-25.92,0,-77.27,33.63,21981982189,0.13,0.92,23024568.52,18059474895,-32,50.28
3/9/2011,45.72,-4.56,-3.39,-1.19,-22.36,-0.04,-111.52,38.41,21997588529,0.13,0.9,338201.96,18097207639,-92,50.27
3/10/2011,44.89,-5.32,-4.23,-2.08,-16.71,-0.12,-178.51,62.63,21962823423,0.12,0.92,-47272484.24,18105983547,-92,50.15
3/11/2011,45.65,-4.57,-3.52,-1.38,-21.84,-0.12,-138.7,40.42,21928949730,0.11,0.93,-30812476.14,18118695919,-92,50.15
3/14/2011,45.87,-4.38,-3.35,-1.23,-23.27,-0.1,-83.87,34.81,21944149994,0.11,0.91,-7840072.48,18134514700,-92,50.23
3/15/2011,44.71,-5.45,-4.52,-2.44,-15.7,-0.16,-196.53,69.7,21905530323,0.1,0.99,-50708119.98,18157459865,-92,50.14
3/16/2011,42.51,-7.37,-6.64,-4.64,-5.42,-0.33,-299.54,89.41,21831766066,0.07,1.11,-167246947.2,18150825731,-156,49.64
3/17/2011,43.17,-6.51,-5.92,-3.99,-9.8,-0.38,-252.66,76.33,21816310249,0.05,1.13,-124422356.5,18147480516,-156,49.4
3/18/2011,42.6,-6.85,-6.42,-4.56,-7.46,-0.43,-249.11,87.55,21739701151,0.02,1.13,-163658038.3,18091247015,-156,49.02
3/21/2011,43.83,-5.53,-5.17,-3.36,-15.04,-0.36,-187.37,63.17,21661946704,-0.01,1.14,-143068192,18054463264,-156,48.83
3/22/2011,44.11,-5.19,-4.88,-3.11,-16.57,-0.28,-159.93,57.81,21636511363,-0.03,1.1,-96793453.56,18007090210,-156,48.52
3/23/2011,43.82,-5.4,-5.15,-3.42,-15.14,-0.24,-180.42,63.48,21650136578,-0.05,1.07,24995443.82,18001220338,-156,48.21
3/24/2011,44.64,-4.59,-4.34,-2.64,-19.92,-0.14,-135.98,47.16,21651056886,-0.06,1.07,19910922.38,18013387122,-156,48.08
3/25/2011,45.58,-3.75,-3.45,-1.76,-24.75,-0.01,-72.21,18.82,21712046158,-0.07,1.07,62329489.48,18074846651,-108,48.23
3/28/2011,45.43,-3.97,-3.64,-1.97,-23.81,0.06,-56.97,20,21736921957,-0.06,1.03,34419363.92,18104246756,-108,48.41
3/29/2011,45.5,-3.97,-3.62,-1.95,-24.21,0.11,-78.64,18.28,21763134984,-0.06,1.01,31304867.58,18148282894,-108,48.55
3/30/2011,45.17,-4.33,-3.97,-2.33,-22.05,0.12,-80.34,25.99,21791526935,-0.05,0.97,31176757.94,18177591633,-108,48.67
3/31/2011,45.15,-4.38,-4.02,-2.39,-21.93,0.12,-82.64,26.39,21785987171,-0.05,0.94,14226315.72,18196734682,-108,48.92
4/1/2011,44.59,-4.91,-4.58,-2.99,-18.16,0.07,-92.23,34.78,21737091388,-0.04,0.96,-18640294.6,18183510587,-108,49.08
4/4/2011,44.1,-5.33,-5.06,-3.5,-15.14,0.01,-142.15,46.79,21680619745,-0.04,0.95,-27299373.14,18183438652,-108,49.11
4/5/2011,43.78,-5.56,-5.35,-3.84,-13.15,-0.05,-161.96,63.44,21582375649,-0.04,0.95,-36543722.36,18163918551,-108,49.11
4/6/2011,43.65,-5.59,-5.45,-3.98,-12.41,-0.09,-148.2,66.94,21480477415,-0.05,0.95,-33506278.3,18134715438,-108,49.07
4/7/2011,43.66,-5.49,-5.4,-3.98,-12.46,-0.11,-160.66,85.21,21410938227,-0.05,0.93,-33160191,18100009519,-108,48.96
4/8/2011,43.23,-5.8,-5.79,-4.42,-9.65,-0.14,-175.19,94.55,21343457392,-0.06,0.92,-29498181.78,18067755639,-108,48.88
4/11/2011,42.62,-6.24,-6.33,-5.02,-6.03,-0.19,-219.85,96.79,21279058694,-0.07,0.91,-30553309.8,18023360715,-108,48.74
4/12/2011,42.85,-5.88,-6.04,-4.79,-8.31,-0.2,-208.15,90.21,21260105844,-0.09,0.89,-17746064.32,17986034499,-104,48.56
4/13/2011,43.38,-5.29,-5.48,-4.27,-13.37,-0.15,-175.3,74.86,21278578847,-0.1,0.86,-6075309.12,17980684828,-88,48.27
4/14/2011,42.85,-5.7,-5.96,-4.79,-9.87,-0.15,-191.4,90.13,21263296214,-0.11,0.84,-14185021.34,17964269767,-88,47.93
4/15/2011,42.14,-6.25,-6.59,-5.49,-5.71,-0.18,-237.33,97.34,21244392281,-0.12,0.85,-21981793.36,17941818008,-88,47.39
4/18/2011,42.77,-5.52,-5.91,-4.85,-11.52,-0.15,-234.97,62.8,21276043958,-0.13,0.91,9365793.06,17962489745,-180,47.12
4/19/2011,43.63,-4.66,-5.03,-4.01,-18.4,-0.06,-144.09,43.68,21307338259,-0.14,0.91,22485081.28,17998057191,-140,47.07
4/20/2011,44.28,-4.07,-4.39,-3.38,-22.91,0.04,-66.36,29.2,21356200246,-0.13,0.93,35936450.98,17996460926,-140,47.13
4/21/2011,45.46,-3.06,-3.27,-2.25,-29.81,0.19,9.93,12.68,21457832307,-0.12,0.99,88550901.56,17994336567,-68,47.51
4/25/2011,45.79,-2.92,-3,-1.97,-31.5,0.29,15.88,6.07,21595260490,-0.11,0.95,108886355,18017950619,-68,48.06
4/26/2011,45.42,-3.42,-3.42,-2.39,-28.53,0.32,8.51,13.47,21685188644,-0.09,0.94,83432532.92,18002400367,-68,48.51
4/27/2011,45.38,-3.57,-3.51,-2.47,-28.21,0.32,-9.15,14.24,21736356291,-0.06,0.93,64752634.06,17969581259,-68,48.96
4/28/2011,44.9,-4.11,-4.02,-2.99,-24.24,0.28,-32.3,23.96,21734596152,-0.04,0.91,33306244.56,17949157446,-68,49.27
4/29/2011,45.38,-3.72,-3.58,-2.55,-27.35,0.26,-6,14.3,21745450420,-0.02,0.92,12984979.14,17939141290,-68,49.69
5/2/2011,44.83,-4.31,-4.15,-3.13,-22.93,0.21,-34.71,25.31,21720868207,-0.01,0.91,-3586997.84,17906350686,-68,49.93
5/3/2011,45.11,-4.09,-3.9,-2.89,-24.8,0.18,-36.46,19.82,21728847101,0.01,0.88,6962532.08,17887309017,-68,50.16
5/4/2011,45.3,-3.97,-3.75,-2.73,-26.14,0.16,-30.27,15.9,21774169342,0.02,0.87,11474653.7,17867083745,-68,50.37
5/5/2011,44.9,-4.4,-4.17,-3.16,-22.68,0.12,-48.54,23.96,21820742815,0.03,0.86,13473357.88,17842413827,-68,50.47
5/6/2011,44.89,-4.43,-4.2,-3.2,-22.57,0.08,-55.15,24.22,21803019187,0.04,0.84,-10997178.68,17809521511,-68,50.55
5/9/2011,45.02,-4.33,-4.09,-3.11,-23.67,0.06,-57.62,32.15,21817652981,0.05,0.8,2548994.92,17789785819,-68,50.58
5/10/2011,45.28,-4.13,-3.86,-2.88,-25.85,0.06,-54.38,41.67,21830915292,0.06,0.78,2029671.76,17778817009,-68,50.57
5/11/2011,44.97,-4.46,-4.19,-3.22,-22.65,0.04,-69.2,79.88,21807862515,0.06,0.77,-7118105.34,17763401345,-68,50.48
5/12/2011,44.87,-4.57,-4.31,-3.35,-21.71,0.01,-97.52,66.19,21785567600,0.06,0.77,-1861165.52,17772387403,-68,50.4
5/13/2011,44.01,-5.35,-5.15,-4.22,-13.89,-0.06,-143.23,98.98,21760977595,0.06,0.78,-15823031.9,17776579953,-68,50.06
5/16/2011,42.98,-6.22,-6.12,-5.23,-6.79,-0.17,-251.62,96.72,21703661780,0.05,0.81,-40335830.22,17763960816,-68,49.41
5/17/2011,43.38,-5.71,-5.67,-4.83,-10.85,-0.21,-295.89,76.7,21654667152,0.04,0.81,-34937241.4,17761928219,-68,48.91
