Date,close,EMA20,EMA50,EMA100,RSI,MACDH,CCI,WMR,OBV,TRIX,ATR,ForceIndex,AccDis,Aaron,timeseries
6/2/2008,21.95,26.06,24.41,23.19,58.57,-0.15,47.82,-30.34,17308179587,0.52,0.78,-64329135.6,12445219233,52,26.44
6/3/2008,21.84,26.1,24.49,23.26,57.48,-0.16,4.79,-33.94,17118932050,0.49,0.79,-19738518.1,12451835332,48,26.44
6/4/2008,21.82,26.14,24.57,23.32,57.2,-0.16,1.22,-27.92,16937158076,0.47,0.77,-4671591.2,12454669371,44,26.46
6/5/2008,22.42,26.23,24.66,23.39,61.93,-0.13,83.25,-4.76,17125874990,0.44,0.76,114324706.5,12606000176,-24,26.53
6/6/2008,21.88,26.25,24.74,23.46,55.98,-0.14,43.49,-24.01,16884415528,0.42,0.75,-130750298.2,12374447925,-24,26.53
6/9/2008,21.31,26.23,24.78,23.5,50.43,-0.18,-119.83,-46.46,16412536431,0.39,0.8,-271755172.1,12504383565,-24,26.38
6/10/2008,21.88,26.25,24.85,23.56,55.21,-0.17,-36.2,-24.01,16697643576,0.36,0.82,164193204.7,12705724899,-24,26.43
6/11/2008,21.19,26.22,24.89,23.61,49.1,-0.2,-70.75,-50.92,16457396984,0.33,0.83,-165842222.5,12556908396,-24,26.37
6/12/2008,20.11,26.08,24.89,23.63,41.39,-0.29,-193.9,-89.01,16130521910,0.29,0.89,-352632829.3,12348181907,-80,26.06
6/13/2008,19.99,25.94,24.88,23.65,40.58,-0.34,-233.87,-71.35,15794191288,0.24,0.91,-42781255.2,12548459120,-84,25.81
6/16/2008,20.63,25.88,24.89,23.68,46.26,-0.31,-135.8,-53.21,16056958160,0.19,0.94,167829201.1,12748126957,-84,25.7
6/17/2008,21.28,25.88,24.93,23.73,51.4,-0.24,-36.17,-34.58,16281915535,0.16,0.92,147549542.8,12918022192,-84,25.67
6/18/2008,20.9,25.85,24.96,23.76,48.49,-0.21,-45.56,-45.45,16079152568,0.12,0.91,-77637940.1,12832335749,-84,25.61
6/19/2008,21.21,25.85,24.99,23.81,50.89,-0.17,-35.07,-36.73,16277186172,0.1,0.9,60835923.1,12927412891,-84,25.49
6/20/2008,20.4,25.77,24.99,23.83,44.97,-0.18,-82.99,-59.58,16055212295,0.07,0.9,-178577983.9,12725425465,-76,25.2
6/23/2008,20.1,25.67,24.98,23.85,42.95,-0.2,-124.2,-68.14,15893756564,0.04,0.88,-48678903,12683584006,-76,24.91
6/24/2008,20.11,25.59,24.97,23.87,43.07,-0.2,-109.02,-67.78,16049217621,0.01,0.86,1989901.5,12649482702,-20,24.73
6/25/2008,20.7,25.56,24.99,23.9,48.33,-0.16,-58.75,-50.98,16210262141,-0.02,0.85,95273938.4,12716810377,-20,24.71
6/26/2008,19.4,25.42,24.95,23.9,39.63,-0.2,-132.72,-86.26,15992951302,-0.04,0.89,-283503721.5,12515431809,-20,24.45
6/27/2008,19.66,25.31,24.93,23.91,41.89,-0.2,-141.75,-73.75,16253428663,-0.07,0.89,68114830.1,12736958223,-60,24.31
6/30/2008,19.28,25.18,24.89,23.91,39.58,-0.22,-121.26,-84.94,16082408167,-0.1,0.88,-64765462.2,12618080292,-60,24.09
7/1/2008,20.32,25.16,24.89,23.93,48.01,-0.15,-81.84,-42.58,16360079748,-0.13,0.93,287279018.2,12893685514,-68,24.12
7/2/2008,19.39,25.05,24.86,23.93,42.3,-0.15,-73.51,-77.21,16150607509,-0.15,0.95,-194578763.1,12684244898,-68,23.97
